genes,number_of_gene_overlaps,overlapping_genes,automatic_classification,final_classification,transcripts_for_deletion,comments,
Mipol1,1,Prps1l3,,premature transcripts deleted,"Mipol1-201, Mipol1-205, Mipol1-206, Mipol1-207, Mipol1-209, Mipol1-210",Special case,
Mir100hg,1,Gm28119,,keep as is,,Good prediction.,
Mir22hg,1,Tlcd2,,keep as is,,,
Mkrn3,1,Gm32061,,keep as is,,Nested gene,
Mkx,1,Gm2350,,keep as is,,,
Mlxip,1,Gm43813,,keep as is,,Contains nested genes,
Mm2pr,1,Hmgb1,,keep as is,,Upstream gene fixed,
Mmd,1,Gm45716,,keep as is,,Special case,
Mon1b,1,Syce1l,,keep as is,,Special case,
Morrbid,1,Gm14012,,keep as is,,,
Mpp4,1,Als2,,premature transcripts deleted,Mpp4-203,Refseq similarly struggles. All would be good if Mpp4-203 transcript were deleted.,
Mrps24,1,Urgcp,,premature transcripts deleted,Mrps24-204,,
Mrps34,1,Nme3,,readthrough transcripts deleted,Mrps34-203,Refseq ok.,
Msantd1,1,Htt,,premature transcripts deleted,Msantd1-202,,
Msl1,1,Casc3,,keep as is,,Downstream gene fixed,
mt-Atp8,1,mt-Atp6,,keep as is,,Weird glitch of a minute overlap,
mt-Co3,1,mt-Atp6,,keep as is,,Weird glitch of a minute overlap,
Mtcp1,1,Cmc4,,keep as is,,Downstream gene fixed,
mt-Nd4,1,mt-Nd4l,,keep as is,,Weird glitch of a minute overlap,
mt-Nd4l,1,mt-Nd4,,keep as is,,Weird glitch of a minute overlap,
Muc19,1,Smgc,,keep as is,,"Good prediction, but only one downstream gene transcript.",
Myadm,1,Prkcg,,keep as is,,,
Myd88,1,Slc22a14,,keep as is,,,
Myg1,1,Pfdn5,,keep as is,,"Ok prediction, weird case.",
Myo1d,1,C030013C21Rik,,keep as is,,,
Myo3b,1,Gm13631,,keep as is,,,
N4bp2l1,1,Gm43598,,keep as is,,,
Naa10,1,Arhgap4,,keep as is,,,
Nanp,1,Ninl,,keep as is,,,
Naprt,1,Eef1d,,keep as is,,,
Nat8f5,1,Nat8f6,,keep as is,,,
Nat8f6,1,Nat8f5,,premature transcripts deleted,Nat8f6-202,,
Ncapd2,1,Gm28967,,transcripts deleted,Ncapd2-203,,
Nccrp1,1,Samd4b,,keep as is,,,
Nck1,1,Gm28586,,keep as is,,,
Ncoa7,1,Hint3,,readthrough transcripts deleted,Ncoa7-205,,
Ndufa13,1,Yjefn3,,keep as is,,Following gene fixed.,
Nell1,1,4933405O20Rik,,keep as is,,Contains nested genes,
Nell2,1,1700129L04Rik,,readthrough transcripts deleted,Nell2-203,,
Neurod1,1,Cerkl,,keep as is,,,
Nfib,1,Gm11267,,premature transcripts deleted,Nfib-212,,
Ngf,1,Gm42679,,keep as is,,Contains nested genes,
Nhlrc4,1,Pigq,,keep as is,,Special case,
Ninl,1,Nanp,,premature transcripts deleted,Ninl-204,,
Nipsnap2,1,Gm15903,,keep as is,,Contains nested genes,
Nkx1-2,1,Fgfr2,,keep as is,,,
Nkx2-2os,1,6430503K07Rik,,keep as is,,Contains nested genes,
Nlgn1,1,Gm37573,,keep as is,,,
Nlrp4b,1,Gm45379,,keep as is,,,
Nmb,1,Sec11a,,keep as is,,Overlap is marginal,
Nme3,1,Mrps34,,keep as is,,,
Nnt,1,Nnt,,keep as is,,,
Nnt,1,Nnt,,transcripts deleted,Nnt-206,two gene_ids correspond to a single gene,
Nos1ap,1,Gm7694,,keep as is,,,
Nox1,1,Xkrx,,premature transcripts deleted,Nox1-205,,
Npdc1,1,Entpd2,,premature transcripts deleted,"Npdc1-203, Npdc1-206",,
Npm2,1,Xpo7,,keep as is,,Note: leave same due to Refseq,
Nr1h3,1,Gm13783,,premature transcripts deleted,Nr1h3-207,,
Nr2e3,1,Gm15507,,keep as is,,,
Nrg1,1,AC132407.1,,keep as is,,,
Nrn1l,1,Edc4,,keep as is,,,
Nsmce3,1,Fam189a1,,keep as is,,Nested gene,
Nsmce4a,1,Fgfr2,,keep as is,,,
Nt5dc1,1,Gm47512,,keep as is,,,
Ntm,1,Gm15521,,keep as is,,,
Ntn1,1,Gm12305,,keep as is,,,
Ntn3,1,Tbc1d24,,keep as is,,Special case,
Ntng2,1,6530402F18Rik,,keep as is,,Interleaved,
Ntrk1,1,Pear1,,keep as is,,,
Ntrk3,1,Gm39038,,keep as is,,,
Nup35,1,Dusp19,,premature transcripts deleted,Nup35-204,,
Nup62,1,Il4i1,,keep as is,,,
Oat,1,Fgfr2,,keep as is,,,
Obox1,1,Obox2,,premature transcripts deleted,Obox1-206,,
Obox2,1,Obox1,,keep as is,,,
Olah,1,Gm37525,,keep as is,,,
Olfm4,1,Gm6999,,keep as is,,Upstream gene fixed.,
Olfr1013,1,Olfr1014,,keep as is,,Special case,
Olfr1014,1,Olfr1013,,keep as is,,Special case,
Olfr115,1,Olfr116,,premature transcripts deleted,Olfr115-202,,
Olfr116,1,Olfr115,,keep as is,,,
Olfr139,1,Olfr399,,premature transcripts deleted,"Olfr139-202, Olfr139-203",,
Olfr180,1,Olfr181,,premature transcripts deleted,Olfr180-203,"Special case, Refseq agrees.",
Olfr181,1,Olfr180,,keep as is,,,
Olfr290,1,Olfr290,,keep as is,,,
Olfr290,1,Olfr290,,transcripts deleted,Olfr290-204,two gene_ids correspond to a single gene,
Olfr399,1,Olfr139,,keep as is,,,
Olfr56,1,Ifi47,,keep as is,,Special case: nested interleaved,
Olfr560,1,Olfr78,,keep as is,,,
Olfr78,1,Olfr560,,premature transcripts deleted,"Olfr78-201, Olfr78-203",,
Omp,1,Capn5,,keep as is,,Nested gene,
Opcml,1,Gm15606,,keep as is,,,
Opn3,1,Chml,,keep as is,,Single transcript,
Osbpl10,1,Gm27002,,keep as is,,Contains nested genes,
Ovca2,1,Dph1,,keep as is,,Same problem in Refseq. Overlapping last exons.,
Oxct2a,1,Bmp8a,,keep as is,,Nested gene,
Oxct2b,1,Bmp8b,,keep as is,,Nested gene,
Oxsr1,1,Slc22a14,,keep as is,,,
P3h2,1,AU015336,,keep as is,,Contains nested genes,
P4htm,1,Gm38163,,keep as is,,Contains nested genes,
Pagr1a,1,Gm42742,,keep as is,,Overlapping pseudogene deleted,
Pak4,1,Samd4b,,keep as is,,,
Pam,1,B230216N24Rik,,keep as is,,Contains nested genes,
Pank2,1,Gm14233,,keep as is,,,
Papolb,1,Radil,,keep as is,,Nested gene,
Pappa2,1,1600012P17Rik,,keep as is,,,
Parp10,1,Plec,,readthrough transcripts deleted,"Parp10-205, Parp10-210",,
Patz1,1,Gm11944,,keep as is,,,
Paupar,1,Pax6os1,,keep as is,,,
Pax6os1,1,Paupar,,keep as is,,Contains nested genes,
Pbx2,1,Gpsm3,,premature transcripts deleted,Pbx2-203,,
Pcdh15,1,Gm15397,,premature transcripts deleted,"Pcdh15-206, Pcdh15-224, Pcdh15-230",Good prediction. Refseq doesn't agree about shortening anterior gene span but works well.,
Pcdhb21,1,Pcdhb22,,keep as is,,doesn't make any difference,
Pcdhb22,1,Pcdhb21,,keep as is,,doesn't make any difference,
Pcnt,1,AC141477.1,,keep as is,,,
Pcnx,1,Gm49749,,keep as is,,Deleting overlapping pseudogene,
Pcolce,1,Fbxo24,,premature transcripts deleted,"Pcolce-203, Pcolce-211",,
Pdf,1,Cog8,,keep as is,,Fixing the upstream gene by changing transcript boundaries.,
Pdilt,1,Gm26967,,keep as is,,,
Pdpk1,1,Gm50070,,premature transcripts deleted,"Pdpk1-201, Pdpk1-207",,
Pds5b,1,Gm43807,,keep as is,,,
Peak1,1,Gm29322,,keep as is,,,
Peg13,1,Trappc9,,keep as is,,Nested gene,
Pelo,1,Itga1,,keep as is,,Nested gene,
Per3,1,Camta1,,keep as is,,,
Pet117,1,Kat14,,keep as is,,Weird,
Pfdn5,1,Myg1,,readthrough transcripts deleted,Pfdn5-205,"Good prediction, weird case.",
Pfkm,1,Gm26513,,keep as is,,,
Pgap2,1,AC139579.1,,keep as is,,,
Pgls,1,Fam129c,,readthrough transcripts deleted,Pgls-203,,
Phactr1,1,Gm15809,,keep as is,,,
Pheta2,1,Smdt1,,keep as is,,,
Phkb,1,Hm629797,,keep as is,,Contains nested genes,
Phkg1,1,Chchd2,,keep as is,,Contains nested genes,
Phlpp2,1,Gm16349,,keep as is,,,
Phospho1,1,Zfp652,,keep as is,,Ok after upstream gene fixed.,
Phpt1,1,Mamdc4,,keep as is,,,
Pifo,1,Gm42721,,premature transcripts deleted,Pifo-201,,
Pigc,1,Gm38304,,keep as is,,,
Pigh,1,9230116L04Rik,,keep as is,,,
Pigl,1,Gm12278,,keep as is,,Contains nested genes,
Pigq,1,Nhlrc4,,premature transcripts deleted,"Pigq-210, Pigq-212, Pigq-213, Pigq-218, Pigq-221, Pigq-222",,
Pip5k1b,1,Fam122a,,keep as is,,Contains nested genes,
Pisd,1,Gm43695,,keep as is,,,
Pitx1,1,Gm28760,,keep as is,,,
Pitx2,1,Gm27195,,keep as is,,,
Pknox1,1,Gm50107,,keep as is,,Contains nested genes,
Pla2g4e,1,Gm13997,,keep as is,,,
Platr29,1,Gm11464,,keep as is,,Interleaved structure,
Platr32,1,Alpk3,,keep as is,,Nested gene,
Plcb4,1,Gm14209,,keep as is,,,
Pld5,1,Rbm8a2,,keep as is,,Contains nested genes,
Plec,1,Parp10,,keep as is,,Upstream gene fixed,
Plekha7,1,Gm44867,,keep as is,,,
Plppr3,1,Gm17134,,keep as is,,Contains nested genes,
Pms2,1,Rsph10b,,keep as is,,Overlap minimal,
Pnkd,1,Gm29358,,keep as is,,Contains nested genes,
Pnp,1,Pnp2,,readthrough transcripts deleted,Pnp-202,,
Pnp2,1,Pnp,,keep as is,,,
Poc1b,1,Galnt4,,keep as is,,Contains nested genes,
Podn,1,Scp2,,premature transcripts deleted,Podn-201,,
Poln,1,Haus3,,keep as is,,Special case: contains a nested coding exon.,
Pop7,1,Epo,,keep as is,,,
Pou2af1,1,Gm47828,,keep as is,,,
Pou3f3,1,Gm20646,,keep as is,,,
Pou5f2,1,Fam172a,,keep as is,,Nested genes,
Ppnr,1,Tcf7l2,,keep as is,,,
Ppp2r2b,1,4930588A03Rik,,premature transcripts deleted,"Ppp2r2b-201, Ppp2r2b-208",,
Ppp3r1,1,Wdr92,,keep as is,,downstream gene fixed,
Ppp3r2,1,Grin3a,,keep as is,,Nested gene,
Prkar1b,1,Gm15672,,premature transcripts deleted,Prkar1b-205,,
Prkcg,1,Myadm,,premature transcripts deleted,Prkcg-205,,
Prom1,1,Gm42716,,keep as is,,Contains nested genes,
Prps1l3,1,Mipol1,,keep as is,,,
Prr14,1,B130055M24Rik,,keep as is,,,
Prr15l,1,D030028A08Rik,,keep as is,,,
Prr9,1,4930511M18Rik,,keep as is,,,
Prrt2,1,Gm42742,,keep as is,,Overlapping pseudogene deleted,
Prxl2c,1,Cdc14b,,keep as is,,,
Psma2,1,AW209491,,readthrough transcripts deleted,Psma2-202,,
Psmd12,1,Gm11722,,keep as is,,Contains nested genes,
Ptbp2,1,Gm42664,,keep as is,,Contains nested genes,
Ptgfrn,1,Gm43465,,keep as is,,Contains nested genes,
Ptp4a1,1,Ptp4a1,,transcripts deleted,"Ptp4a1-201, Ptp4a1-202, Ptp4a1-203",two gene_ids correspond to a single gene,
Ptp4a1,1,Ptp4a1,,keep as is,,,
Ptprcap,1,Coro1b,,premature transcripts deleted,Ptprcap-202,,
Ptpro,1,Gm44258,,keep as is,,Contains nested genes,
Pum1,1,Gm12971,,keep as is,,Contains nested genes,
Pxn,1,Gm13840,,keep as is,,Contains nested genes,
Rab18,1,Gm50081,,keep as is,,,
Rab26,1,Traf7,,readthrough transcripts deleted,Rab26-202,,
Rabep1,1,Gm19967,,keep as is,,Contains nested genes,
Rabgap1,1,Gpr21,,keep as is,,Special case,
Rad54b,1,Fsbp,,transcripts deleted,"Rad54b-202, Rad54b-206",Special case,
Radil,1,Papolb,,keep as is,,Contains nested genes,
Raet1d,1,Raet1e,,keep as is,,,
Rag1,1,B230118H07Rik,,keep as is,,,
Raly,1,a,,keep as is,,,
Ramp2,1,Vps25,,readthrough transcripts deleted,Ramp2-203,,
Ranbp17,1,Gm12117,,keep as is,,Contains nested genes,
Rapgef3os1,1,Rapgef3os2,,keep as is,,,
Rapgef3os2,1,Rapgef3os1,,keep as is,,,
Rapgef5,1,A930023M06Rik,,keep as is,,,
Rasgef1b,1,Gm16227,,keep as is,,Contains nested genes,
Rasip1,1,Izumo1,,keep as is,,Only one transcript. Upstream gene fixed,
Rassf3,1,Gm48591,,keep as is,,,
Rb1,1,Gm17233,,keep as is,,,
Rbbp6,1,Gm20274,,keep as is,,Contains nested genes,
Rbfox1,1,1700123O21Rik,,keep as is,,Contains nested genes,
Rbfox3,1,Gm11749,,keep as is,,Contains nested genes,
Rbm15b,1,Manf,,keep as is,,Nested gene,
Rbm26,1,Gm17066,,readthrough transcripts deleted,Rbm26-205,,
Rbm47,1,1700126H18Rik,,premature transcripts deleted,Rbm47-209,,
Rbm8a2,1,Pld5,,keep as is,,Nested gene,
Rbmy,1,Gm10256,,keep as is,,Downstream gene fixed,
Rbpms,1,Gm26978,,keep as is,,Contains nested genes,
Rcan3,1,Gm15979,,keep as is,,Contains nested genes,
Rcc1,1,Snhg3,,premature transcripts deleted,"Rcc1-203, Rcc1-206",,
Rdh5,1,Bloc1s1,,premature transcripts deleted,Rdh5-202,,
Rev1,1,Gm37062,,keep as is,,,
Rgs10,1,Gm15503,,keep as is,,Contains nested genes,
Rhebl1,1,Dhh,,premature transcripts deleted,"Rhebl1-205, Rhebl1-206, Rhebl1-207",,
Rhoq,1,Gm50012,,keep as is,,Contains nesting genes,
Rhot2,1,Wdr90,,keep as is,,Special case: very little overlap,
Rhox2c,1,Rhox3c,,readthrough transcripts deleted,Rhox2c-202,Could be either way with Rhox2c/Rhox3c according to Refseq,
Rhox3c,1,Rhox2c,,keep as is,,Could be either way with Rhox2c/Rhox3c according to Refseq,
Rimbp2,1,Gm42871,,keep as is,,Contains nesting genes,
Rit1,1,Gm17146,,keep as is,,Contains nesting genes,
Rmdn1,1,Gm12353,,keep as is,,,
Rnase4,1,Ang,,keep as is,,interleaved genes,
Rnaseh2a,1,Gm49661,,keep as is,,,
Rnasel,1,Gm28512,,keep as is,,Contains nesting genes,
Rnf113a2,1,Bbof1,,keep as is,,Nested gene,
Rnf133,1,Cadps2,,keep as is,,,
Rnf148,1,Cadps2,,keep as is,,,
Rnf149,1,Gm15832,,keep as is,,,
Rnf216,1,Gm43378,,keep as is,,Contains nested genes,
Rnf31,1,Irf9,,keep as is,,Downstream gene fixed,
Rnf43,1,1110028F11Rik,,keep as is,,Contains nested genes,
Rnpc3,1,Amy1,,keep as is,,Downstream gene fixed,
Ror1,1,Gm12701,,keep as is,,Contains nested genes,
Rpgr,1,Srpx,,readthrough transcripts deleted,Rpgr-202,,
Rpl19,1,Gm11629,,keep as is,,,
Rprd1b,1,Gm20412,,readthrough transcripts deleted,Rprd1b-207,,
Rps6ka4,1,CAAA01066123.1,,keep as is,,Deleting the overlapping weird thing,
Rsc1a1,1,Ddi2,,Delete,,"Exons perfectly overlapping with Ddi2. Deleting this gene and renaming the other gene ""Ddi2-Rsc1a1""",
Rsph10b,1,Pms2,,keep as is,,,
Rtl10,1,Gnb1l,,keep as is,,Special case: coding exon is nested.,
Rtp4,1,Gm45338,,premature transcripts deleted,Rtp4-202,,
Rufy2,1,Gm16135,,keep as is,,Contains nested genes,
Rxfp1,1,Gm26984,,keep as is,,,
Rxfp2,1,Gm42558,,keep as is,,,
S100a2,1,S100a3,,keep as is,,Interleaved structure,
S100a3,1,S100a2,,keep as is,,Interleaved structure,
Samd13,1,4930503B20Rik,,keep as is,,,
Samd4,1,Gm15562,,keep as is,,Contains nested genes,
Sarnp,1,Dnajc14,,premature transcripts deleted,Sarnp-202,,
Scaf8,1,Gm49797,,keep as is,,,
Scp2,1,Podn,,keep as is,,Downstream gene fixed,
Sec11a,1,Nmb,,keep as is,,Overlap is marginal,
Senp5,1,Gm49733,,keep as is,,,
Serf2,1,Hypk,,readthrough transcripts deleted,"Serf2-205, Serf2-206",Refseq agrees. Good readthrough example,
Sergef,1,Gm45311,,transcripts deleted,Sergef-206,,
Serinc4,1,Ell3,,readthrough transcripts deleted,Serinc4-206,,
Serpina1b,1,Serpina1d,,readthrough transcripts deleted,Serpina1b-202,,
Serpina1d,1,Serpina1b,,keep as is,,Upstream gene fixed,
Serpina3k,1,Serpina3m,,keep as is,,,
Serpina3m,1,Serpina3k,,premature transcripts deleted,Serpina3m-201,,
Serpinb3b,1,Serpinb3c,,premature transcripts deleted,Serpinb3b-202,,
Serpinb3c,1,Serpinb3b,,keep as is,,,
Sesn2,1,Gm12981,,keep as is,,Contains nested genes,
Sfi1,1,Drg1,,keep as is,,,
Sfpq,1,Gm12940,,readthrough transcripts deleted,Sfpq-206,,
Sgms1,1,Gm50210,,keep as is,,,
Sh2d5,1,Kif17,,keep as is,,,
Sh3bgrl,1,Gm6377,,readthrough transcripts deleted,Sh3bgrl-203,,
Sh3gl2,1,Adamtsl1,,readthrough transcripts deleted,Sh3gl2-204,,
Shld3,1,Trappc13,,keep as is,,Kind of a nested gene. Really has the same first exon but protein coding part is nested.,
Shoc1,1,Gm12594,,keep as is,,Contains nested genes,
Shroom3,1,Gm20500,,keep as is,,,
Sirt7,1,Mafg,,premature transcripts deleted,Sirt7-203,,
Skp1a,1,Gm12207,,keep as is,,Contains nested genes,
Slc10a3,1,Ubl4a,,keep as is,,Downstream gene fixed.,
Slc18a3,1,Chat,,keep as is,,,
Slc20a2,1,Gm17491,,keep as is,,Contains nested genes,
Slc22a13,1,Slc22a14,,keep as is,,,
Slc24a3,1,Gm14093,,keep as is,,Contains nested genes,
Slc35e2,1,Gm16024,,keep as is,,,
Slc35f1,1,Gm47622,,keep as is,,,
Slc39a10,1,Gm28151,,keep as is,,Contains nested genes,
Slc39a2,1,Mettl17,,keep as is,,,
Slc5a3,1,Mrps6,,keep as is,,Nested gene (kind of). Protein coding exon is nested.,
Slit2,1,Gm20475,,keep as is,,,
Slit3,1,Gm12122,,keep as is,,,
Slmapos2,1,4933413J09Rik,,keep as is,,Nested gene,
Smchd1,1,Gm4707,,keep as is,,Contains nested genes,
Smdt1,1,Pheta2,,premature transcripts deleted,"Smdt1-203, Smdt1-205",,
Smg7,1,Gm28791,,keep as is,,Contains nested genes,
Smgc,1,Muc19,,keep as is,,,
Smim17,1,Gm16306,,keep as is,,,
Smim38,1,Tpcn2,,keep as is,,Nested gene,
Smok3a,1,Smok3b,,keep as is,,,
Smok3b,1,Smok3a,,premature transcripts deleted,Smok3b-202,,
Sncaip,1,Ancv1r,,keep as is,,Overlapping gene absent in new nomenclature,
Snhg14,1,Gm38393,,keep as is,,,
Snhg17,1,Gm23925,,transcripts deleted,"Snhg17-204, Snhg17-207",,
Snhg3,1,Rcc1,,keep as is,,Downstream gene fixed,
Snhg4,1,,,keep as is,,Two gene-ids have been assigned to Snhg4,
Snrk,1,Gm47121,,keep as is,,,
Snx32,1,1700020D05Rik,,keep as is,,Contains nested genes,
Sox1,1,Sox1ot,,keep as is,,Nested gene,
Sox1ot,1,Sox1,,keep as is,,Contains nested genes,
Sox2,1,Sox2ot,,keep as is,,,
Sox5,1,Sox5it,,keep as is,,,
Sox5it,1,Sox5,,keep as is,,Absent in Refseq. Leave as is,
Sox5os4,1,Sox5os5,,keep as is,,Contains nested genes,
Sox5os5,1,Sox5os4,,keep as is,,Nested gene,
Sp3,1,Gm11084,,keep as is,,,
Spata17,1,Gm15509,,keep as is,,,
Spata32,1,1700023F06Rik,,keep as is,,overlap marginal,
Speer4d,1,Gm21847,,keep as is,,,
Spef1,1,Cenpb,,premature transcripts deleted,Spef1-201,,
Spin2d,1,Xlr5a,,keep as is,,,
Sprr2a1,1,Sprr2a2,,keep as is,,,
Sprr2a2,1,Sprr2a1,,premature transcripts deleted,Sprr2a2-202,,
Srcin1,1,Gm11611,,keep as is,,,
Srd5a1,1,Gm17108,,keep as is,,,
Srgap2,1,Gm29488,,keep as is,,,
Srpk2,1,Gm43566,,keep as is,,Contains nested genes,
Srpx,1,Rpgr,,keep as is,,Upstream gene fixed,
Srrm4,1,Gm42854,,keep as is,,,
St6galnac2,1,St6galnac2,,keep as is,,,
St6galnac2,1,St6galnac2,,transcripts deleted,St6galnac2-206,two gene_ids correspond to a single gene,
Stk4,1,Gm11455,,keep as is,,Contains nested genes,
Ston2,1,Gm8378,,keep as is,,,
Stra6,1,Gm16131,,keep as is,,,
Strada,1,Ccdc47,,premature transcripts deleted,Strada-204,,
Stxbp6,1,Gm15902,,keep as is,,Contains nested genes,
Sv2c,1,Gm20075,,keep as is,,Contains nested genes,
Syce1l,1,Mon1b,,keep as is,,,
Syn2,1,Gm17482,,keep as is,,Special case,
Synj2bp,1,Gm17191,,keep as is,,Special case,
Syt1,1,Gm5136,,keep as is,,,
Syt6,1,Gm43066,,keep as is,,Has nested gene in it,
Taf9,1,Ak6,,keep as is,,,
Tapbp,1,Zbtb22,,premature transcripts deleted,"Tapbp-203, Tapbp-209",,
Tarsl2,1,Tm2d3,,keep as is,,Only one transcript overlapping,
Tbc1d16,1,Gm11753,,keep as is,,Contains nested genes,
Tbc1d24,1,Ntn3,,keep as is,,,
Tbpl1,1,AC166256.1,,keep as is,,,
Tcf20,1,Gm29019,,keep as is,,Contains nested genes,
Tcf7l2,1,Ppnr,,keep as is,,Contains nested genes,
Tcte3,1,Gm3448,,keep as is,,,
Tdrkh,1,Gm42463,,keep as is,,,
Tecr,1,Gm45823,,keep as is,,Contains nested genes.,
Tesk2,1,Ccdc163,,keep as is,,,
Tex16,1,Gm45194,,keep as is,,,
Tex26,1,4933425D22Rik,,keep as is,,Contains nested genes.,
Tex52,1,Foxm1,,keep as is,,Upstream gene fixed.,
Tgtp1,1,Gm12185,,keep as is,,,
Ticam2,1,Tmed7,,keep as is,,,
Timp2,1,Cep295nl,,keep as is,,Contains nested genes,
Tiprl,1,Gm38190,,keep as is,,Contains nested genes,
Tlcd2,1,Mir22hg,,premature transcripts deleted,Tlcd2-203,,
Tm2d3,1,Tarsl2,,premature transcripts deleted,Tm2d3-202,Only one transcript overlapping.,
Tm7sf2,1,Vps51,,premature transcripts deleted,Tm7sf2-205,,
Tmc4,1,Leng1,,keep as is,,Marginal overlap,
Tmcc3,1,Gm16155,,keep as is,,,
Tmed11,1,Vmn2r8,,keep as is,,Special case: Ensembl annotation is problematic and contrasts with Refseq.,
Tmed7,1,Ticam2,,readthrough transcripts deleted,Tmed7-201,,
Tmem131,1,Gm38115,,keep as is,,,
Tmem147os,1,Gm26935,,readthrough transcripts deleted,Tmem147os-203,,
Tmem161b,1,Gm49223,,keep as is,,Contains nested genes,
Tmem178b,1,Gm26638,,keep as is,,Contains nested genes,
Tmem198b,1,Gm47093,,keep as is,,,
Tmem217,1,Gm17657,,keep as is,,Contains nested genes,
Tmem242,1,Ldhal6b,,keep as is,,,
Tmem260,1,Gm49519,,keep as is,,,
Tmem269,1,AU022252,,keep as is,,Upstream gene fixed,
Tmem35b,1,Zmym6,,premature transcripts deleted,Tmem35b-202,,
Tmem51,1,Gm13053,,keep as is,,Contains nested genes.,
Tmigd3,1,Adora3,,keep as is,,Special case,
Tmppe,1,Glb1,,keep as is,,Special case: coding exon is nested,
Tmsb15b1,1,Tmsb15b2,,keep as is,,,
Tmsb15b2,1,Tmsb15b1,,premature transcripts deleted,Tmsb15b2-202,,
Tnni3,1,Dnaaf3,,premature transcripts deleted,Tnni3-207,,
Tnr,1,Gm10530,,keep as is,,Contains nested genes,
Tnrc6b,1,Gm49512,,keep as is,,,
Tomm6os,1,Frs3,,keep as is,,,
Tonsl,1,Vps28,,readthrough transcripts deleted,Tonsl-203,,
Tpcn2,1,Smim38,,keep as is,,Contains nested genes,
Traf7,1,Rab26,,keep as is,,upstream gene fixed,
Trappc13,1,Shld3,,keep as is,,Has (kind of a) nested gene it it. Really have the same first exons.,
Trappc9,1,Peg13,,keep as is,,Has a nested gene in it.,
Trbv10,1,Gm49885,,keep as is,,,
Trbv4,1,5830405F06Rik,,keep as is,,,
Trbv5,1,5830405F06Rik,,keep as is,,,
Trbv8,1,Gm49885,,keep as is,,,
Trbv9,1,Gm49885,,keep as is,,,
Trex1,1,Atrip,,keep as is,,Upstream gene fixed.,
Trim16,1,Fbxw10,,readthrough transcripts deleted,Trim16-202,,
Trim17,1,Hist3h2a,,premature transcripts deleted,Trim17-201,(not recommended by Refseq but works out perfectly),
Trim33,1,Gm43061,,keep as is,,Has nested genes in it.,
Trim47,1,Trim65,,premature transcripts deleted,Trim47-204,,
Trim55,1,BC002189,,keep as is,,Has nested genes in it.,
Trim60,1,Trim61,,keep as is,,Weird joint first exon in Refseq and Ensembl,
Trim61,1,Trim60,,keep as is,,Weird joint first exon in Refseq and Ensembl,
Trim65,1,Trim47,,keep as is,,Downstream gene fixed.,
Tstd1,1,Usf1,,keep as is,,Upstream gene fixed.,
Ttbk2,1,Cdan1,,keep as is,,Downstream gene fixed.,
Ttll10,1,Gm13648,,keep as is,,,
Ttll3,1,Arpc4,,premature transcripts deleted,Ttll3-206,,
Ttll8,1,Gm20621,,readthrough transcripts deleted,Ttll8-203,,
Tulp3,1,Gm44190,,keep as is,,Has nested genes in it.,
Tut4,1,Gm12737,,keep as is,,Has nested genes in it.,
Tut7,1,Gm48194,,keep as is,,Has nested genes in it.,
Twist2,1,Gm29101,,keep as is,,Has nested genes in it.,
Txndc12,1,Kti12,,keep as is,,Has nested genes in it.,
Txnl4a,1,Gm16286,,keep as is,,,
Txnrd1,1,Eid3,,keep as is,,Has nested genes in it.,
Uba52,1,Kxd1,,keep as is,,Upstream gene fixed.,
Ubl4a,1,Slc10a3,,premature transcripts deleted,Ubl4a-207,,
Ubox5,1,Fastkd5,,transcripts deleted,Ubox5-202,Special case as coding exon of another gene is nested in it.,
Ubqln1,1,Gm48357,,keep as is,,Has nested genes in it.,
Ubr4,1,Emc1,,premature transcripts deleted,Ubr4-210,,
Uchl5,1,Gm29170,,keep as is,,Has nested genes in it.,
Uckl1,1,Zfp512b,,premature transcripts deleted,Uckl1-212,,
Ugt2a1,1,Ugt2a2,,Delete,,Special case: perfectly overlaps with Ugt2a2. Consider renaming the other gene.,
Ugt2a2,1,Ugt2a1,,keep as is,,,
Upp2,1,Gm13558,,keep as is,,Has nested genes in it.,
Urgcp,1,Mrps24,,keep as is,,Downstream gene fixed.,
Usf1,1,Tstd1,,readthrough transcripts deleted,Usf1-208,,
Usp4,1,Gm37963,,keep as is,,Has nested genes in it.,
Utp14b,1,Acsl3,,keep as is,,Nested gene.,
Uxt,1,Elk1,,readthrough transcripts deleted,Uxt-203,,
Vamp3,1,Camta1,,keep as is,,,
Vasn,1,Dnaja3,,keep as is,,Downstream gene fixed.,
Vmn1r231,1,Gm49761,,keep as is,,,
Vmn1r232,1,Gm49761,,keep as is,,,
Vmn1r31,1,Gm35077,,keep as is,,,
Vmn1r42,1,Vmn1r43,,premature transcripts deleted,Vmn1r42-203,,
Vmn1r43,1,Vmn1r42,,keep as is,,Downstream gene fixed.,
Vmn2r8,1,Tmed11,,keep as is,,Special case: Ensembl annotation is problematic,
Vmn2r88,1,Gm7247,,keep as is,,,
Vmn2r89,1,Gm7247,,keep as is,,,
Vps25,1,Ramp2,,keep as is,,Upstream gene fixed,
Vps28,1,Tonsl,,keep as is,,Upstream gene fixed,
Vps35l,1,Gm44549,,keep as is,,has a nested gene in it,
Vps51,1,Tm7sf2,,keep as is,,Downstream gene Tm7sf2 fixed.,
Vps53,1,Glod4,,keep as is,,upstream gene fixed,
Wdr38,1,Arpc5l,,keep as is,,Downstream gene fixed,
