genes,number_of_gene_overlaps,overlapping_genes,automatic_classification,final_classification,transcripts_for_deletion,comments
AC007879.5,2,"MYOSLID, AC007879.1",,keep as is,,
AC008014.1,2,"AC025031.4, AC008035.1",,keep as is,,
AC009403.2,2,"CNPY1, AC009403.1",,premature tr. deleted,"AC009403.2-201, AC009403.2-202, AC009403.2-203, AC009403.2-204",
AC009487.3,2,"TBR1, SLC4A10",,Delete,,Overlaps with protein coding gene exon
AC009522.1,2,"ATP2B1-AS1, LINC02399",,keep as is,,
AC009533.3,2,"LINC02367, AC009533.4",,keep as is,,Nomenclature may have changed
AC009533.4,2,"AC009533.3, LINC02367",,keep as is,,Nomenclature may have changed
AC010163.1,2,"AC012560.1, LINC00595",,keep as is,,
AC010163.2,2,"AC012560.1, LINC00595",,keep as is,,
AC010201.3,2,"AC010201.2, AC010201.1",,keep as is,,
AC010519.1,2,"BICRA, EHD2",,Delete,,Not in Refseq. Overlaps with two protein coding genes.
AC012181.1,2,"HERPUD1, AC012181.2",,keep as is,,only one transcript
AC012181.2,2,"HERPUD1, AC012181.1",,keep as is,,only one transcript
AC012442.2,2,"CHCHD5, AC012442.1",,Delete,,nomenclature has changed. Overlaps with protein coding gene.
AC012531.1,2,"HOXC6, HOXC4",,keep as is,,
AC017002.1,2,"MIR4435-2HG, AC017002.6",,keep as is,,
AC017002.5,2,"AC017002.3, AC017002.2",,keep as is,,nomenclature has changed
AC018557.3,2,"AC018557.1, AC018557.2",,keep as is,,
AC019080.1,2,"NFE2L2, AC019080.6",,keep as is,,
AC019080.6,2,"NFE2L2, AC019080.1",,keep as is,,
AC019211.1,2,"AC093083.1, AC067956.1",,keep as is,,
AC019257.2,2,"KBTBD11-OT1, KBTBD11",,keep as is,,
AC021517.1,2,"SLC14A2, AC091151.1",,keep as is,,
AC022167.2,2,"PMM2, AC022167.1",,premature tr. deleted,AC022167.2-201,
AC022509.1,2,"AC022509.2, AC022509.4",,keep as is,,
AC022509.4,2,"AC022509.2, AC022509.1",,keep as is,,
AC022523.1,2,"LINC01582, AC022523.3",,keep as is,,
AC022558.3,2,"AC022558.2, AC024270.4",,keep as is,,
AC022915.2,2,"LINC02599, AC022915.1",,keep as is,,
AC024270.2,2,"AC022558.2, AC024270.4",,keep as is,,
AC025159.1,2,"AC078922.1, LINC01481",,keep as is,,nomenclature has changed
AC025283.2,2,"ZNF174, NAA60",,readthrough tr. deleted,AC025283.2-202,
AC025871.2,2,"FBXO16, AC025871.3",,keep as is,,
AC025871.3,2,"FBXO16, AC025871.2",,keep as is,,
AC026191.1,2,"SRGAP3, THUMPD3-AS1",,keep as is,,
AC026787.1,2,"TAS2R1, LINC02112",,keep as is,,
AC044810.2,2,"OR5P2, OR5P3",,keep as is,,
AC048382.5,2,"AC048382.1, AC048382.6",,keep as is,,
AC060809.1,2,"TMC3-AS1, AC023034.1",,keep as is,,
AC068205.1,2,"MIR670HG, AC068205.2",,keep as is,,
AC068205.2,2,"AC068205.1, HSD17B12",,Delete,,Overlaps with many protein coding gene's exons
AC073130.1,2,"AC073130.2, AC002066.1",,keep as is,,
AC073130.2,2,"AC002066.1, AC073130.1",,keep as is,,
AC073176.2,2,"AC073176.1, LINC02622",,keep as is,,
AC079298.3,2,"AC079298.1, AC079298.2",,keep as is,,
AC079313.1,2,"AC079313.2, LINC01154",,keep as is,,single transcript
AC079313.2,2,"AC079313.1, LINC01154",,readthrough tr. deleted,AC079313.2-201,
AC079336.1,2,"MYO1D, AC079336.2",,keep as is,,
AC079336.2,2,"MYO1D, AC079336.1",,keep as is,,
AC079385.1,2,"AC079385.2, AC079385.3",,keep as is,,
AC079949.2,2,"AC079949.3, AC079949.5",,keep as is,,
AC079949.3,2,"AC079949.5, AC079949.2",,keep as is,,
AC079949.5,2,"AC079949.3, AC079949.2",,keep as is,,
AC080013.1,2,"MFSD1, AC080013.3",,keep as is,,
AC080013.3,2,"MFSD1, AC080013.1",,keep as is,,
AC084816.1,2,"AC084819.1, AC087235.2",,keep as is,,
AC087627.1,2,"AC087672.2, AC087672.1",,keep as is,,
AC090360.1,2,"RBFA, RBFADN",,Delete,,"Absent in Refseq, overlaps with many exons"
AC090912.1,2,"AC090912.2, AC090912.3",,keep as is,,
AC090912.2,2,"AC090912.1, AC090912.3",,keep as is,,
AC090912.3,2,"AC090912.1, AC090912.2",,keep as is,,
AC091151.1,2,"SLC14A2, AC021517.1",,keep as is,,
AC091180.5,2,"AC091180.4, AC091180.3",,keep as is,,
AC091965.1,2,"LINC02226, AC091965.4",,keep as is,,
AC091965.4,2,"LINC02226, AC091965.1",,keep as is,,
AC092017.4,2,"KCNH1, KCNH1-IT1",,readthrough tr. deleted,AC092017.4-201,
AC092153.1,2,"ITGB6, LINC02478",,transcripts deleted,AC092153.1-201,
AC092275.1,2,"GSE1, LINC00311",,keep as is,,
AC092442.1,2,"C4orf50, JAKMIP1",,keep as is,,
AC092755.1,2,"GTF2A2, BNIP2",,Delete,,Absent in Refseq. Obscures protein coding gene's exon.
AC093865.1,2,"AC108066.2, IKZF2",,Delete,,Absent in Refseq. Obscures protein coding gene's exon.
AC097518.2,2,"AC092673.1, AC097518.1",,keep as is,,
AC099811.1,2,"STAT5B, AC099811.5",,keep as is,,
AC099811.5,2,"STAT5B, AC099811.1",,keep as is,,
AC103855.3,2,"AC018716.2, AC103855.2",,keep as is,,
AC104564.3,2,"ABHD15-AS1, TP53I13",,keep as is,,
AC105411.1,2,"AC108097.1, LINC01227",,keep as is,,
AC106795.3,2,"AC106795.2, AC106795.5",,keep as is,,
AC107294.2,2,"AC107294.3, AC107294.1",,keep as is,,Nomenclatures are shifting
AC132217.1,2,"IGF2, AC132217.2",,Delete,,Overlaps with several protein coding genes
AC132217.2,2,"IGF2, AC132217.1",,readthrough tr. deleted,AC132217.2-201,
AC134349.1,2,"PRH1, TAS2R14",,keep as is,,
AC144521.1,2,"TBC1D5, SATB1",,keep as is,,
AC244517.4,2,"AC244517.11, AC244517.7",,keep as is,,
AC244517.7,2,"AC244517.11, AC244517.4",,keep as is,,
ACKR2,2,"AC099329.2, KRBOX1",,keep as is,,
ADIRF-AS1,2,"MMRN2, AL136982.7",,premature tr. deleted,"ADIRF-AS1-201, ADIRF-AS1-203",
AF067845.4,2,"DLGAP2, AF067845.5",,keep as is,,
AF067845.5,2,"DLGAP2, AF067845.4",,keep as is,,
AGBL4,2,"BEND5, AGBL4-IT1",,keep as is,,
AHCY,2,"AL035458.2, AL356299.2",,keep as is,,
AKT3,2,"AL662889.1, AKT3-IT1",,keep as is,,
AL008729.1,2,"TBC1D7, AL008729.2",,keep as is,,
AL008729.2,2,"AL008729.1, TBC1D7",,keep as is,,
AL021707.1,2,"AL021707.6, AL021707.7",,keep as is,,
AL021707.3,2,"GTPBP1, AL021707.5",,keep as is,,
AL021707.5,2,"GTPBP1, AL021707.3",,keep as is,,
AL034430.1,2,"MKKS, AL034430.2",,Delete,,Overlaps with all exons of another protein coding gene. Deleting and renaming the latter
AL034430.2,2,"MKKS, AL034430.1",,Delete,,Overlaps with all exons of another protein coding gene. Deleting and renaming the latter
AL078590.2,2,"CT69, AL078590.1",,keep as is,,Overlap minor.
AL096701.4,2,"DRG1, SFI1",,keep as is,,
AL096814.1,2,"GUCA1A, AL096814.2",,keep as is,,
AL096814.2,2,"GUCA1A, AL096814.1",,Delete,,Missing in Refseq and Ensembl nomenclatures.
AL109930.1,2,"AL354993.1, AL354993.2",,keep as is,,
AL121757.2,2,"AL121757.3, AL121757.1",,keep as is,,
AL136115.2,2,"AL354919.1, PTP4A2",,Delete,,Obscures terminal exons of protein coding gene.
AL158071.3,2,"AL158071.4, AL158071.5",,keep as is,,
AL160269.1,2,"HSD17B3, SLC35D2",,Delete,,Absent in Refseq. Overlaps with many gene exons. Great example.
AL160408.1,2,"AL160408.5, AL160408.4",,keep as is,,
AL162431.1,2,"KIAA1614-AS1, STX6",,Delete,,Absent in RefSeq. Overlaps with protein coding gene's final exon.
AL353608.3,2,"AL353608.1, PGM5",,keep as is,,
AL359962.1,2,"CD247, AL359962.2",,keep as is,,
AL359962.2,2,"CD247, AL359962.1",,keep as is,,
AL391422.2,2,"AL391422.3, FAM50B",,keep as is,,
AL391422.3,2,"AL391422.2, FAM50B",,keep as is,,
AL450384.2,2,"AL450384.1, NSUN6",,premature tr. deleted,AL450384.2-201,
AL589765.4,2,"MRPL9, AL589765.5",,keep as is,,
AL645608.2,2,"AL645608.6, AL645608.4",,keep as is,,
AL645608.4,2,"AL645608.6, AL645608.2",,Delete,,Absent in Refseq. Completely overlap with an exon of another related linc rna
AL645608.6,2,"AL645608.2, AL645608.4",,keep as is,,
AL672310.1,2,"AL031259.1, AL731661.1",,keep as is,,
ALDH1A2,2,"AC012653.2, LIPC-AS1",,keep as is,,
ALG1L9P,2,"AP003498.1, ZNF705E",,Delete,,Changed nomenclature. Pseudogene apparently.
ALMS1,2,"ALMS1-IT1, AC074008.1",,keep as is,,
ALOX12-AS1,2,"AC027763.2, AC040977.1",,keep as is,,
ANO5,2,"AC130307.1, AC107882.1",,keep as is,,
AOPEP,2,"AL807757.1, AL807757.2",,keep as is,,
AP000240.1,2,"BACH1, BACH1-IT1",,keep as is,,
AP000356.1,2,GGT1,,keep as is,,
AP000721.2,2,"AP006333.2, FLRT1",,keep as is,,Nomenclature has changed
AP000777.3,2,"AP000777.2, PTGDR2",,Delete,,Overlaps with protein coding gene's exon
AP000893.2,2,"PRCP, RAB30",,Delete,,Overlaps with protein coding gene's exon
AP001021.1,2,"AP001021.3, AP001021.2",,keep as is,,
AP001021.2,2,"AP001021.1, AP001021.3",,keep as is,,
AP001021.3,2,"AP001021.1, AP001021.2",,keep as is,,
AP001372.1,2,"AP001085.1, AP001372.3",,keep as is,,
AP002336.2,2,"AP002336.3, AP000487.2",,keep as is,,
AP002518.1,2,"AP002518.2, C11orf71",,premature tr. deleted,AP002518.1-202,
AP005262.2,2,"AC019183.1, AP005057.1",,keep as is,,
ARHGAP22,2,"ARHGAP22-IT1, AC068898.2",,keep as is,,
ATP2B2,2,"ATP2B2-IT1, ATP2B2-IT2",,keep as is,,
ATP6V0A1,2,"AC107993.1, AC067852.3",,keep as is,,
BACH1-IT1,2,"BACH1, AP000240.1",,keep as is,,
BCL2L2-PABPN1,2,"BCL2L2, PABPN1",,Delete,,Conflicts with constituent genes.
BNIP3L,2,"AC011726.2, AC011726.3",,keep as is,,
BRMS1L,2,"AL162311.1, AL133304.3",,keep as is,,
BX005019.1,2,"DPYD, MIR137HG",,keep as is,,
C12orf60,2,"AC007655.2, AC007655.1",,keep as is,,
C17orf67,2,"AC106858.1, TRIM25",,keep as is,,
C1QBP,2,"AC004148.1, DHX33",,transcripts deleted,C1QBP-202,
C22orf34,2,"Z97192.2, Z97192.3",,keep as is,,
C2orf83,2,"SCYGR3, AC064853.1",,keep as is,,
C3,2,"AC008760.2, GPR108",,premature tr. deleted,C3-213,
C4orf50,2,"JAKMIP1, AC092442.1",,premature tr. deleted,C4orf50-202,
C5orf66,2,"AC008406.3, AC008406.2",,keep as is,,
CADPS2,2,"RNF133, RNF148",,keep as is,,
CATSPERB,2,"AL121839.2, TC2N",,premature tr. deleted,"CATSPERB-203, CATSPERB-204, CATSPERB-206",
CCAT2,2,"PCAT1, POU5F1B",,keep as is,,
CCDC102B,2,"AC040896.1, AC096708.3",,keep as is,,
CCDC106,2,"ZNF580, ZNF581",,premature tr. deleted,CCDC106-208,
CCDC144NL-AS1,2,"AC107926.1, AC087393.2",,keep as is,,
CCPG1,2,"AC018926.1, AC018926.3",,keep as is,,
CD247,2,"AL359962.1, AL359962.2",,keep as is,,
CDC42,2,"LINC00339, CDC42-IT1",,premature tr. deleted,CDC42-206,
CFDP1,2,"AC009054.1, AC009054.2",,keep as is,,
CHFR,2,"GOLGA3, ZNF605",,transcripts deleted,"CHFR-214, CHFR-219",
CLDN12,2,"GTPBP10, CDK14",,premature tr. deleted,CLDN12-204,
CLRN1-AS1,2,"SIAH2-AS1, AC020636.1",,keep as is,,
COX10-AS1,2,"AC005304.1, AC005304.3",,keep as is,,
CYP2E1,2,"SCART1, AL161645.2",,keep as is,,
DENND11,2,"AC004918.1, AC004918.4",,keep as is,,
DGCR2,2,"DGCR11, AC004461.2",,keep as is,,
DHRSX,2,"DHRSX-IT1, ZBED1",,keep as is,,
DNAJA3,2,"AC012676.3, AC012676.4",,keep as is,,
DSCR4,2,"KCNJ6, DSCR4-IT1",,keep as is,,
DSCR4-IT1,2,"KCNJ6, DSCR4",,keep as is,,
EAF1-AS1,2,"METTL6, COLQ",,premature tr. deleted,"EAF1-AS1-208, EAF1-AS1-210, EAF1-AS1-212, EAF1-AS1-213",
EPDR1,2,"GPR141, NME8",,premature tr. deleted,EPDR1-204,
EPHA1-AS1,2,"TAS2R60, TAS2R41",,keep as is,,
ESRP2,2,"AC020978.5, AC020978.4",,keep as is,,
FAM155A,2,"AL445649.1, FAM155A-IT1",,keep as is,,
FAM172A,2,"POU5F2, AC114980.1",,transcripts deleted,FAM172A-202,
FAM174B,2,"AC106028.3, AC106028.2",,keep as is,,
FAM189A1,2,"NSMCE3, AC107980.1",,premature tr. deleted,"FAM189A1-201, FAM189A1-203, FAM189A1-204",
FAM27C,2,"AL391987.2, AL391987.3",,keep as is,,
FAM50B,2,"AL391422.3, AL391422.2",,keep as is,,
FAM66C,2,"ZNF705A, AC092111.2",,keep as is,,
FP325335.1,2,"Z94160.1, ELFN2",,Delete,,Overlaps with protein coding gene. Absent in Refseq.
FTX,2,"AL353804.2, Z83843.1",,keep as is,,
GABRB3,2,"AC009878.1, AC011196.1",,keep as is,,
GABRG3,2,"AC144833.1, AC104002.2",,keep as is,,
GALK2,2,"AC022306.2, AC022306.3",,keep as is,,
GALNT10,2,"MFAP3, AC008625.1",,keep as is,,
GALNT8,2,"KCNA6, AC006063.1",,readthrough tr. deleted,"GALNT8-202, GALNT8-204, GALNT8-205",The official nomenclature has been messed up at ENSEMBL. KCNA6 transcript has been named GALNT8.
GCOM1,2,"MYZAP, POLR2M",,RENAME AND readthrough tr. deleted,"GCOM1-201 , GCOM1-202 , GCOM1-203 , GCOM1-204, GCOM1-207, GCOM1-208, GCOM1-209, GCOM1-212, GCOM1-214","Rename to ""GCOM1-MYZAP"", exons perfectly overlap"
GDNF-AS1,2,"LINC02110, AC034226.1",,keep as is,,
GEMIN7,2,"MARK4, PPP1R37",,keep as is,,
GGT1,2,AP000356.1,,premature tr. deleted,"GGT1-228, GGT1-229, GGT1-231",
GK,2,"GK-IT1, AC112496.1",,keep as is,,
GNAI3,2,"AL355310.1, AMPD2",,keep as is,,single transcript
GPC5,2,"AL162456.1, GPC5-IT1",,keep as is,,
GPRASP2,2,ARMCX5-GPRASP2,,keep as is,,
GSTM2,2,"GSTM4, GSTM1",,readthrough tr. deleted,"GSTM2-204, GSTM2-207, GSTM2-215",
GTPBP1,2,"AL021707.5, AL021707.3",,keep as is,,
GUCA1A,2,"AL096814.2, AL096814.1",,premature tr. deleted,"GUCA1A-202, GUCA1A-203, GUCA1A-204, GUCA1A-205, GUCA1A-206, GUCA1A-207",
HCP5,2,"MICA, LINC01149",,keep as is,,
HEATR4,2,"AC005225.1, AC005225.2",,keep as is,,
HELLS,2,"TBC1D12, AL138759.1",,premature tr. deleted,"HELLS-201, HELLS-204",
HERPUD1,2,"AC012181.2, AC012181.1",,keep as is,,
HLA-B,2,"HLA-C, LINC02571",,readthrough tr. deleted,HLA-B-250,
HMBOX1,2,"HMBOX1-IT1, AC108449.2",,keep as is,,
HOXB7,2,"HOXB8, HOXB9",,premature tr. deleted,HOXB7-203,
HOXB-AS3,2,"HOXB-AS1, HOXB-AS2",,premature tr. deleted,HOXB-AS3-203,
HS1BP3,2,"AC012065.3, HS1BP3-IT1",,keep as is,,
HS3ST3B1,2,"AC005224.3, AC005224.2",,keep as is,,
HYAL3,2,"IFRD2, NAA80",,keep as is,,
IFITM3,2,"AC136475.8, AC136475.7",,premature tr. deleted,IFITM3-204,
IFT43,2,"TTLL5, TGFB3-AS1",,premature tr. deleted,IFT43-211,
IGF2,2,"AC132217.2, AC132217.1",,keep as is,,
IGFBP7-AS1,2,"AC111197.1, AC105390.1",,keep as is,,
IL18RAP,2,"AC007278.2, AC007278.1",,keep as is,,
IPO11,2,"KIF2A, LRRC70",,readthrough tr. deleted,"IPO11-203, IPO11-204, IPO11-205",
IQCJ-SCHIP1,2,"IQCJ, SCHIP1",,Delete,,Obscures the constituent genes
ITPR2,2,"AC022509.2, AC055720.2",,keep as is,,
JAK1,2,"LINC01359, AL357078.2",,premature tr. deleted,"JAK1-208, JAK1-209, JAK1-212, JAK1-221",
JAKMIP1,2,"C4orf50, AC092442.1",,keep as is,,
KANK1,2,"AL161725.2, AL392089.1",,transcripts deleted,KANK1-210,
KAT8,2,"AC135050.5, AC135050.6",,keep as is,,
KBTBD11,2,"KBTBD11-OT1, AC019257.2",,keep as is,,
KBTBD11-OT1,2,"KBTBD11, AC019257.2",,keep as is,,
KCNH1,2,"AC092017.4, KCNH1-IT1",,keep as is,,
KCNH1-IT1,2,"KCNH1, AC092017.4",,keep as is,,
KCNIP4,2,"AC096576.6, KCNIP4-IT1",,keep as is,,
KCNJ15,2,"DSCR8, DSCR10",,premature tr. deleted,KCNJ15-213,
KCTD1,2,"AC007996.1, AC090206.1",,keep as is,,
KDM4C,2,"AL354707.1, AL513412.1",,premature tr. deleted,KDM4C-214,
KIAA0556,2,"AC002551.1, AC016597.2",,keep as is,,
LAMA4,2,"Z99289.2, Z99289.3",,keep as is,,
LDLRAD4,2,"AP005131.6, AP005131.7",,keep as is,,
LEPR,2,"LEPROT, AC119800.1",,keep as is,,
LINC00299,2,"LINC00298, LINC01814",,keep as is,,
LINC00311,2,"GSE1, AC092275.1",,keep as is,,
LINC00390,2,"SMIM2, SMIM2-IT1",,keep as is,,
LINC00877,2,"AC105265.4, AC112219.1",,keep as is,,
LINC01118,2,"SOCS5, LINC01119",,premature tr. deleted,LINC01118-204,
LINC01138,2,"AC245100.6, PPIAL4G",,keep as is,,
LINC01151,2,"AC108136.1, AC100872.2",,keep as is,,
LINC01154,2,"AC079313.2, AC079313.1",,keep as is,,
LINC01331,2,"LINC01335, LINC01332",,keep as is,,
LINC01579,2,"AC103996.3, LINC01581",,keep as is,,
LINC01618,2,"DANCR, RASL11B",,transcripts deleted,"LINC01618-202, LINC01618-203",
LINC01811,2,"AC123023.2, AC123023.1",,keep as is,,
LINC01921,2,"AC007563.2, AC007557.1",,keep as is,,
LINC02021,2,"ALG1L2, AC130888.1",,keep as is,,
LINC02240,2,"AC109464.1, AC116362.2",,keep as is,"LINC02240-203, LINC02240-207",
LINC02268,2,"AC012055.1, AC012055.2",,keep as is,,
LINC02367,2,"AC009533.3, AC009533.4",,premature tr. deleted,"LINC02367-203, LINC02367-209",
LINC02657,2,"LINC02678, LINC02677",,keep as is,,
LINC02694,2,"AC087878.1, AC113146.1",,premature tr. deleted,LINC02694-205,
LMCD1-AS1,2,"AC023481.1, AC034187.1",,keep as is,,
LPCAT2,2,"AC007336.1, CAPNS2",,keep as is,,
LRFN2,2,"AL359475.1, AL033380.1",,keep as is,,
LRP3,2,"AC008738.1, AC008738.7",,keep as is,,
LRRC23,2,"U47924.3, ENO2",,premature tr. deleted,"LRRC23-207, LRRC23-210",
LRRC61,2,"ZBED6CL, AC005586.2",,keep as is,,
LRRTM4,2,"AC079117.2, AC013716.1",,keep as is,,
LTB4R2,2,"NOP9, LTB4R",,premature tr. deleted,LTB4R2-201,
MAGI1,2,"AC121493.1, MAGI1-IT1",,keep as is,,
MAGI2,2,"AC006043.1, AC074024.1",,keep as is,,
MAP6,2,"AP001922.6, AP001922.2",,keep as is,,
MAPT,2,"MAPT-IT1, STH",,keep as is,,
MATR3,2,SNHG4,,keep as is,,"MATR3 has two gene_ids, fixed on the second entry. Removed the transcripts belonging to gene_id overlapping with SNHG4"
MCF2L,2,"AL356740.2, AL356740.3",,keep as is,,
MEIOB,2,"AL031722.1, LINC00254",,premature tr. deleted,MEIOB-204,
MFSD1,2,"AC080013.1, AC080013.3",,premature tr. deleted,"MFSD1-206, MFSD1-216, MFSD1-218",
MFSD4B,2,"AL080317.1, AL080317.2",,keep as is,,
MGST1,2,"AC007528.1, AC007552.2",,premature tr. deleted,"MGST1-202, MGST1-211, MGST1-212",
MICAL3,2,"AC016027.3, AC016027.2",,keep as is,,
MIR100HG,2,"BLID, AP000755.1",,keep as is,,
MIR137HG,2,"DPYD, BX005019.1",,keep as is,,
MIR4500HG,2,"AL360267.1, AL355578.1",,keep as is,,
MKKS,2,"AL034430.1, AL034430.2",,RENAME,,"""MKKS-AL034430"", all exons overlapping"
MORC3,2,"AP000692.1, CHAF1B",,keep as is,,minimal overlap ok
MORN1,2,"AL589739.1, AL513477.2",,keep as is,,
MRPL19,2,"AC005034.3, AC005034.5",,keep as is,,
MRPS22,2,"BPESC1, PISRT1",,premature tr. deleted,"MRPS22-212, MRPS22-213",
MS4A14,2,"MS4A6E, MS4A7",,premature tr. deleted,MS4A14-209,
MS4A6E,2,"MS4A7, MS4A14",,readthrough tr. deleted,MS4A6E-203,
MS4A7,2,"MS4A6E, MS4A14",,keep as is,,
MT-ATP6,2,"MT-ATP8, MT-CO3",,keep as is,,
MTHFS,2,"AC021483.2, AC015871.7",,keep as is,,
MTURN,2,"AC007036.2, AC007036.3",,keep as is,,
MYO1E,2,"AC092756.1, AC092868.2",,keep as is,,
NAGPA-AS1,2,"SEC14L5, ALG1",,premature tr. deleted,NAGPA-AS1-201,
NAV3,2,"AC073591.1, AC138331.1",,keep as is,NAV3-208,
NDE1,2,"AC026401.2, AC026401.3",,keep as is,,
NDUFS3,2,"PTPMT1, KF459542.1",,premature tr. deleted,NDUFS3-211,
NFAT5,2,"AC009032.1, AC012321.1",,keep as is,,
NFATC3,2,"AC020978.6, AC020978.7",,keep as is,,
NFE2L2,2,"AC019080.1, AC019080.6",,premature tr. deleted,"NFE2L2-211, NFE2L2-213, NFE2L2-214",
NMNAT1,2,"AL357140.2, AL603962.1",,keep as is,,
NOL4L-DT,2,"AL133343.2, AL133343.1",,premature tr. deleted,NOL4L-DT-202,
NOX5,2,"SPESP1, AC027088.5",,premature tr. deleted,"NOX5-201, NOX5-203, NOX5-204",
OARD1,2,"UNC5CL, AL031778.1",,transcripts deleted,"OARD1-211, OARD1-213, OARD1-215",
OBI1-AS1,2,"LINC00446, AL445209.1",,keep as is,,
OPCML,2,"OPCML-IT2, OPCML-IT1",,keep as is,,
OR4N2,2,"OR4Q3, OR4M1",,keep as is,,
OR5V1,2,"OR12D3, OR11A1",,premature tr. deleted,OR5V1-215,
OVCH2,2,"AC104237.2, AC104237.3",,keep as is,,
PAM16,2,"AC012676.1, CORO7",,premature tr. deleted,PAM16-214,
PBX1,2,"AL391001.1, AL357568.2",,keep as is,,
PCBP3,2,"AJ011931.1, AJ239328.1",,keep as is,,
PCDH15,2,"AC051618.1, AC016822.1",,premature tr. deleted,"PCDH15-220, PCDH15-225",
PCSK6,2,"AC090164.2, AC090164.3",,premature tr. deleted,PCSK6-203,
PEBP4,2,"AC037441.2, AC107959.1",,keep as is,,
PGM5,2,"AL353608.3, AL161457.1",,premature tr. deleted,PGM5-207,
PHPT1,2,"AJM1, MAMDC4",,premature tr. deleted,PHPT1-202,
PI4K2B,2,"SEPSECS-AS1, AC104662.1",,premature tr. deleted,PI4K2B-202,
PLCB2,2,"ANKRD63, AC020658.5",,readthrough tr. deleted,PLCB2-212,
PLEKHG1,2,"AL450344.3, AL450344.1",,premature tr. deleted,"PLEKHG1-202, PLEKHG1-204, PLEKHG1-205",
POLR2M,2,"GCOM1, AC090651.1",,keep as is,,
POU5F1B,2,"PCAT1, CCAT2",,premature tr. deleted,POU5F1B-202,
PPHLN1,2,"AC079684.1, AC079601.1",,keep as is,,really minor overlap
PPP1R37,2,"GEMIN7, MARK4",,premature tr. deleted,PPP1R37-209,
PPP2R5A,2,"AL360091.2, AL360091.1",,keep as is,,
PPP4R2,2,"GXYLT2, EBLN2",,keep as is,,
PPP5D1,2,"PNMA8B, AC093503.1",,keep as is,,
PRB2,2,"PRB1, AC078950.1",,premature tr. deleted,PRB2-202,
PRCD,2,"AC015802.3, AC015802.5",,keep as is,,
PROX1-AS1,2,"LINC00538, AC011700.1",,keep as is,,
PRR20C,2,"PRR20A, PRR20B",,keep as is,,
PWRN1,2,"AC087463.1, NPAP1",,readthrough tr. deleted,"PWRN1-227, PWRN1-228, PWRN1-231",
RAB27A,2,"AC018926.2, PIGBOS1",,premature tr. deleted,"RAB27A-203, RAB27A-204",
RAB3D,2,"AC011472.2, TMEM205",,premature tr. deleted,RAB3D-202,
RABGAP1L,2,"GPR52, RABGAP1L-IT1",,keep as is,,
RAD9A,2,"AP003419.2, AP003419.3",,premature tr. deleted,RAD9A-211,
RAP2A,2,"AL442067.1, AL442067.2",,keep as is,,
RBFA,2,"AC090360.1, RBFADN",,keep as is,,
RBFADN,2,"AC090360.1, RBFA",,premature tr. deleted,RBFADN-201,
RHNO1,2,"TULP3, AC005911.1",,keep as is,,
RILPL1,2,"AC145423.2, AC145423.3",,keep as is,,
RORA-AS1,2,"AC107241.1, AC009560.1",,keep as is,,
RPS10-NUDT3,2,"NUDT3, RPS10",,Delete,,Completely obstructs both other genes otherwise.
RPS6KA2,2,"RPS6KA2-IT1, RAMACL",,keep as is,,
RSF1,2,"RSF1-IT2, RSF1-IT1",,keep as is,,
SAMM50,2,"PNPLA3, PARVB",,keep as is,,
SATB1,2,"TBC1D5, AC144521.1",,keep as is,,
SEMA6D,2,"AC084882.1, AC009558.2",,keep as is,,
SFI1,2,"DRG1, AL096701.4",,keep as is,,
SH2D1A,2,"STAG2, TEX13D",,premature tr. deleted,SH2D1A-206,
SIGLEC5,2,"AC018755.4, SIGLEC14",,keep as is,,
SLC13A3,2,"AL133520.1, TP53RK",,premature tr. deleted,SLC13A3-203,
SLC25A48,2,"AC034206.1, AC114296.1",,premature tr. deleted,"SLC25A48-208, SLC25A48-209",
SLC37A1,2,"AP001625.3, AP001625.1",,keep as is,,
SLC4A10,2,"TBR1, AC009487.3",,keep as is,,
SLC7A14-AS1,2,"CLDN11, AC026316.3",,keep as is,,
SMIM2,2,"LINC00390, SMIM2-IT1",,keep as is,,
SMIM2-IT1,2,"LINC00390, SMIM2",,keep as is,,
SMIM7,2,"AC024075.2, AC024075.1",,keep as is,,
SNHG14,2,"SNRPN, AC124312.3",,premature tr. deleted,"SNHG14-220, SNHG14-224",
SNHG28,2,"AL590560.2, VSIG8",,keep as is,,
SNTB2,2,"UTP4, AC026474.1",,keep as is,,
SNX29,2,"AC007598.1, AC131391.1",,keep as is,,
SOX1-OT,2,"SOX1, AL356961.1",,keep as is,,
SPANXA2-OT1,2,"SPANXA2, AC235097.1",,keep as is,,
SRGAP3,2,"AC026191.1, THUMPD3-AS1",,premature tr. deleted,SRGAP3-209,
SSBP1,2,"TAS2R3, TAS2R4",,readthrough tr. deleted,SSBP1-205,
ST8SIA1,2,"AC007671.1, AC087318.1",,keep as is,,
STAG2,2,"SH2D1A, TEX13D",,readthrough tr. deleted,STAG2-215,
STARD10,2,"ARAP1, AP002381.2",,keep as is,,
STAT5B,2,"AC099811.1, AC099811.5",,keep as is,,
STON1-GTF2A1L,2,"STON1, GTF2A1L",,Delete,,Obscures the constituent genes
STX12,2,"AL020997.2, AL020997.3",,keep as is,,
SUCLA2,2,"AL138962.1, LINC00562",,keep as is,,
SUN2,2,"AL021707.8, DNAL4",,premature tr. deleted,SUN2-203,
SYT10,2,"AC023158.1, AC023158.2",,keep as is,,
